	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YDR539W	81.0	64.0	86.0	89.0	155.0	192.0	194.0	78.0
YDR540C	9.0	8.0	23.0	31.0	18.0	14.0	9.0	2.0
YDR541C	12.0	13.0	33.0	25.0	31.0	26.0	22.0	8.0
YEL001C	626.0	629.0	1409.0	1453.0	706.0	853.0	760.0	447.0
YEL002C	786.0	810.0	2083.0	1936.0	1205.0	1524.0	1549.0	766.0
YEL003W	134.0	194.0	432.0	439.0	301.0	325.0	273.0	168.0
YEL004W	35.0	37.0	70.0	68.0	36.0	75.0	62.0	36.0
YEL005C	14.0	14.0	29.0	24.0	20.0	27.0	27.0	9.0
YEL006W	45.0	62.0	80.0	109.0	46.0	77.0	75.0	47.0
YEL007W	222.0	275.0	415.0	378.0	394.0	420.0	316.0	145.0
YEL009C	35.0	31.0	94.0	81.0	118.0	149.0	392.0	175.0
YEL011W	192.0	170.0	368.0	397.0	174.0	193.0	332.0	192.0
YEL012W	70.0	77.0	120.0	128.0	118.0	108.0	118.0	70.0
YEL013W	456.0	461.0	1190.0	1109.0	655.0	874.0	807.0	449.0
YEL015W	257.0	292.0	707.0	620.0	408.0	467.0	445.0	222.0
YEL016C	17.0	19.0	33.0	42.0	29.0	49.0	44.0	24.0
YEL017C-A	812.0	890.0	2867.0	2933.0	1366.0	1642.0	1295.0	749.0
YEL017W	146.0	143.0	211.0	255.0	252.0	286.0	218.0	108.0
YEL018W	60.0	56.0	118.0	99.0	83.0	92.0	105.0	49.0
YEL019C	16.0	20.0	55.0	47.0	40.0	48.0	26.0	20.0
YEL020C	47.0	44.0	98.0	108.0	59.0	61.0	48.0	35.0
YEL020W-A	195.0	174.0	382.0	467.0	178.0	237.0	226.0	111.0
YEL022W	290.0	292.0	714.0	751.0	475.0	564.0	639.0	338.0
YEL023C	60.0	87.0	87.0	96.0	86.0	68.0	42.0	94.0
YEL024W	285.0	292.0	672.0	662.0	330.0	478.0	303.0	153.0
YEL025C	46.0	34.0	67.0	64.0	60.0	79.0	49.0	31.0
YEL026W	822.0	928.0	2603.0	2577.0	1671.0	1919.0	1943.0	1022.0
YEL027W	2872.0	3072.0	8938.0	8662.0	4135.0	5599.0	4543.0	2750.0
YEL029C	47.0	59.0	116.0	139.0	66.0	100.0	85.0	38.0
YEL030W	7.0	7.0	20.0	12.0	11.0	19.0	8.0	9.0
YEL031W	1503.0	1498.0	4190.0	3857.0	2281.0	2861.0	3067.0	1665.0
YEL032W	286.0	273.0	777.0	740.0	438.0	526.0	523.0	296.0
YEL033W	103.0	90.0	119.0	99.0	10.0	22.0	5.0	7.0
YEL034W	7702.0	8380.0	15681.0	14921.0	11291.0	15256.0	11630.0	5903.0
YEL036C	179.0	148.0	419.0	399.0	240.0	268.0	319.0	194.0
YEL037C	831.0	894.0	2201.0	1993.0	1145.0	1507.0	1561.0	775.0
YEL038W	117.0	138.0	271.0	277.0	177.0	262.0	203.0	104.0
YEL039C	59.0	53.0	47.0	64.0	22.0	41.0	41.0	28.0
YEL040W	1444.0	1479.0	4788.0	4202.0	2350.0	2757.0	3804.0	2082.0
YEL041W	20.0	14.0	22.0	15.0	15.0	19.0	19.0	6.0
YEL042W	593.0	580.0	1278.0	1099.0	1000.0	1189.0	1129.0	595.0
YEL043W	92.0	69.0	197.0	176.0	139.0	144.0	142.0	71.0
YEL044W	103.0	121.0	251.0	237.0	117.0	158.0	135.0	81.0
YEL046C	1452.0	1498.0	4716.0	4213.0	2065.0	2805.0	3428.0	1887.0
YEL047C	547.0	534.0	1421.0	1406.0	792.0	1020.0	1320.0	623.0
YEL048C	27.0	28.0	80.0	74.0	43.0	60.0	55.0	16.0
YEL050C	122.0	145.0	295.0	301.0	173.0	248.0	252.0	114.0
YEL051W	660.0	666.0	2012.0	2027.0	1066.0	1382.0	1276.0	669.0
YEL052W	109.0	136.0	235.0	230.0	175.0	222.0	168.0	93.0
YEL053C	49.0	58.0	154.0	132.0	81.0	100.0	115.0	57.0
YEL054C	2863.0	3107.0	10029.0	9565.0	4708.0	5931.0	6299.0	3371.0
YEL055C	428.0	446.0	1134.0	1054.0	745.0	895.0	862.0	431.0
YEL056W	108.0	120.0	211.0	221.0	185.0	217.0	190.0	119.0
YEL058W	376.0	371.0	1020.0	993.0	561.0	740.0	783.0	413.0
YEL059C-A	16.0	19.0	88.0	51.0	11.0	17.0	17.0	11.0
YEL060C	682.0	655.0	2043.0	2255.0	968.0	1442.0	1979.0	1002.0
YEL061C	110.0	102.0	217.0	217.0	144.0	177.0	141.0	89.0
YEL062W	39.0	36.0	74.0	87.0	50.0	70.0	47.0	31.0
YEL063C	349.0	346.0	920.0	891.0	564.0	590.0	719.0	357.0
YEL064C	22.0	28.0	34.0	51.0	54.0	48.0	50.0	23.0
YEL065W	208.0	56.0	1444.0	1317.0	450.0	383.0	1874.0	980.0
YEL066W	97.0	114.0	112.0	127.0	149.0	195.0	124.0	54.0
YEL068C	43.0	32.0	72.0	76.0	48.0	53.0	46.0	14.0
YEL071W	486.0	475.0	2171.0	2071.0	1307.0	1390.0	4389.0	2110.0
YEL073C	16.0	24.0	68.0	39.0	48.0	49.0	42.0	22.0
YER001W	502.0	493.0	1077.0	1077.0	664.0	807.0	745.0	381.0
YER002W	242.0	240.0	542.0	511.0	494.0	557.0	642.0	337.0
YER003C	1315.0	1463.0	2857.0	2793.0	2082.0	2767.0	2258.0	1239.0
YER004W	200.0	227.0	488.0	562.0	280.0	438.0	372.0	218.0
YER005W	61.0	65.0	129.0	128.0	91.0	87.0	81.0	49.0
YER006W	638.0	705.0	3016.0	2751.0	1034.0	1275.0	1755.0	885.0
YER007C-A	366.0	321.0	869.0	898.0	483.0	682.0	652.0	373.0
YER007W	22.0	16.0	75.0	49.0	38.0	43.0	51.0	23.0
YER008C	184.0	197.0	428.0	458.0	278.0	351.0	379.0	185.0
YER009W	1245.0	1330.0	3764.0	3634.0	2053.0	2596.0	2227.0	1144.0
YER010C	70.0	59.0	168.0	160.0	86.0	114.0	100.0	70.0
YER011W	40.0	43.0	535.0	349.0	110.0	119.0	398.0	232.0
YER012W	459.0	441.0	1328.0	1304.0	584.0	911.0	741.0	469.0
YER013W	108.0	112.0	328.0	327.0	147.0	179.0	195.0	115.0
YER014W	115.0	98.0	175.0	230.0	149.0	158.0	112.0	81.0
YER015W	17.0	22.0	172.0	158.0	29.0	41.0	95.0	51.0
YER016W	135.0	135.0	338.0	329.0	194.0	249.0	217.0	92.0
YER017C	176.0	159.0	543.0	491.0	214.0	251.0	301.0	149.0
YER018C	44.0	37.0	65.0	57.0	49.0	57.0	70.0	41.0
YER019C-A	411.0	377.0	1009.0	1001.0	586.0	713.0	473.0	315.0
YER019W	99.0	127.0	226.0	252.0	175.0	222.0	179.0	100.0
YER020W	107.0	113.0	223.0	255.0	141.0	225.0	157.0	86.0
YER021W	731.0	776.0	2197.0	2115.0	1136.0	1487.0	1326.0	736.0
YER022W	124.0	139.0	341.0	327.0	206.0	249.0	215.0	110.0
YER023W	1030.0	1011.0	1337.0	1318.0	1653.0	2327.0	1672.0	1004.0
YER024W	5.0	5.0	16.0	21.0	17.0	14.0	46.0	16.0
YER025W	1825.0	1933.0	4923.0	4736.0	2855.0	3750.0	3884.0	1942.0
YER026C	1122.0	1287.0	4475.0	4108.0	1776.0	2453.0	3347.0	1634.0
YER027C	328.0	381.0	895.0	830.0	530.0	703.0	627.0	334.0
YER028C	35.0	14.0	93.0	84.0	47.0	48.0	59.0	30.0
YER029C	101.0	99.0	259.0	268.0	158.0	176.0	175.0	100.0
YER030W	173.0	172.0	363.0	293.0	265.0	281.0	259.0	131.0
YER031C	351.0	317.0	724.0	770.0	555.0	653.0	588.0	288.0
YER032W	120.0	131.0	267.0	245.0	173.0	210.0	196.0	102.0
YER033C	49.0	49.0	78.0	66.0	58.0	85.0	57.0	31.0
YER034W	94.0	74.0	197.0	179.0	94.0	143.0	136.0	84.0
YER035W	211.0	191.0	282.0	347.0	201.0	252.0	192.0	112.0
YER036C	1989.0	2043.0	6296.0	5908.0	2957.0	3854.0	3830.0	2215.0
YER037W	104.0	141.0	380.0	419.0	109.0	147.0	240.0	137.0
YER038C	11.0	19.0	34.0	38.0	18.0	26.0	21.0	15.0
YER039C-A	1.0	7.0	4.0	10.0	9.0	11.0	6.0	4.0
YER040W	70.0	82.0	164.0	177.0	108.0	151.0	144.0	77.0
YER041W	12.0	17.0	47.0	48.0	23.0	11.0	26.0	17.0
YER042W	105.0	79.0	241.0	233.0	175.0	177.0	173.0	99.0
YER043C	11431.0	12504.0	30502.0	28679.0	19543.0	27995.0	32781.0	17738.0
YER044C	126.0	126.0	461.0	425.0	227.0	258.0	311.0	162.0
YER045C	17.0	16.0	56.0	58.0	25.0	46.0	45.0	22.0
YER046W	7.0	13.0	28.0	18.0	14.0	15.0	12.0	5.0
YER047C	72.0	62.0	217.0	193.0	122.0	126.0	146.0	68.0
YER048C	551.0	495.0	1037.0	1024.0	838.0	1077.0	948.0	507.0
YER048W-A	175.0	154.0	358.0	371.0	232.0	240.0	225.0	144.0
YER049W	471.0	523.0	1616.0	1566.0	883.0	1079.0	1090.0	474.0
YER050C	119.0	121.0	310.0	339.0	178.0	233.0	237.0	123.0
YER051W	24.0	26.0	71.0	52.0	32.0	57.0	43.0	18.0
YER052C	415.0	483.0	1104.0	1029.0	825.0	1061.0	1308.0	727.0
YER053C	76.0	98.0	286.0	364.0	87.0	117.0	146.0	85.0
YER053C-A	23.0	21.0	57.0	40.0	15.0	17.0	15.0	4.0
YER054C	24.0	20.0	13.0	15.0	19.0	13.0	6.0	2.0
YER055C	521.0	607.0	944.0	963.0	918.0	1274.0	1663.0	907.0
YER056C	631.0	597.0	1695.0	1680.0	840.0	1000.0	1062.0	565.0
YER056C-A	3765.0	3387.0	7460.0	8332.0	3473.0	3931.0	3571.0	1932.0
YER057C	380.0	484.0	1197.0	1164.0	619.0	831.0	1061.0	514.0
YER058W	14.0	26.0	21.0	24.0	24.0	43.0	42.0	25.0
YER059W	105.0	93.0	187.0	171.0	131.0	139.0	133.0	89.0
YER060W	51.0	54.0	115.0	139.0	99.0	94.0	104.0	71.0
YER061C	32.0	43.0	90.0	85.0	53.0	68.0	71.0	36.0
YER062C	658.0	684.0	755.0	793.0	735.0	1051.0	979.0	450.0
YER063W	252.0	253.0	453.0	434.0	419.0	559.0	561.0	258.0
YER064C	240.0	244.0	676.0	669.0	363.0	412.0	373.0	219.0
YER065C	8.0	10.0	14.0	9.0	7.0	14.0	15.0	9.0
YER067W	71.0	81.0	89.0	110.0	87.0	117.0	139.0	57.0
YER068W	348.0	400.0	922.0	880.0	514.0	599.0	621.0	352.0
YER069W	236.0	278.0	133.0	124.0	392.0	471.0	230.0	116.0
YER070W	1736.0	1777.0	3834.0	3703.0	2476.0	3212.0	2785.0	1508.0
YER071C	57.0	51.0	106.0	104.0	81.0	97.0	61.0	38.0
YER072W	524.0	529.0	1018.0	995.0	873.0	1053.0	1425.0	674.0
YER073W	285.0	292.0	606.0	538.0	444.0	581.0	646.0	314.0
YER074W	1998.0	2071.0	5339.0	4894.0	2671.0	3660.0	3144.0	1479.0
YER074W-A	167.0	162.0	305.0	382.0	194.0	280.0	154.0	93.0
YER075C	88.0	99.0	211.0	213.0	131.0	143.0	165.0	81.0
YER076C	12.0	12.0	36.0	44.0	23.0	18.0	19.0	10.0
YER077C	61.0	53.0	151.0	153.0	60.0	70.0	80.0	53.0
YER078C	79.0	90.0	270.0	243.0	116.0	143.0	164.0	94.0
YER079W	67.0	83.0	114.0	149.0	98.0	108.0	122.0	50.0
YER080W	401.0	390.0	871.0	856.0	595.0	707.0	687.0	333.0
YER081W	44.0	38.0	809.0	957.0	96.0	100.0	1905.0	948.0
YER082C	221.0	231.0	763.0	654.0	355.0	440.0	437.0	251.0
YER083C	270.0	217.0	632.0	658.0	382.0	429.0	367.0	225.0
YER084W	2.0	1.0	13.0	6.0	2.0	2.0	5.0	3.0
YER086W	642.0	597.0	1482.0	1322.0	1135.0	1526.0	1527.0	829.0
YER087C-B	286.0	249.0	686.0	660.0	414.0	468.0	352.0	255.0
YER087W	61.0	55.0	112.0	99.0	95.0	104.0	94.0	53.0
YER088C	428.0	492.0	794.0	825.0	642.0	873.0	459.0	240.0
YER089C	316.0	303.0	796.0	782.0	468.0	609.0	594.0	250.0
YER090W	823.0	866.0	1560.0	1480.0	1358.0	1791.0	1743.0	900.0
YER091C	5062.0	5457.0	3288.0	3191.0	12421.0	16957.0	13001.0	6796.0
YER092W	107.0	100.0	213.0	204.0	122.0	160.0	76.0	66.0
YER093C	58.0	47.0	124.0	127.0	94.0	97.0	99.0	52.0
YER093C-A	16.0	25.0	51.0	36.0	37.0	28.0	37.0	23.0
YER094C	372.0	392.0	1256.0	1200.0	572.0	806.0	897.0	441.0
YER095W	159.0	184.0	393.0	443.0	229.0	286.0	303.0	139.0
YER096W	15.0	19.0	56.0	41.0	23.0	12.0	21.0	14.0
YER098W	18.0	15.0	30.0	51.0	18.0	19.0	27.0	22.0
YER099C	198.0	200.0	465.0	416.0	237.0	300.0	247.0	108.0
YER100W	307.0	298.0	518.0	540.0	445.0	615.0	525.0	263.0
YER101C	74.0	84.0	133.0	144.0	106.0	103.0	110.0	60.0
YER102W	1206.0	1327.0	3657.0	3442.0	3085.0	3529.0	2370.0	1405.0
YER103W	195.0	228.0	61.0	70.0	240.0	383.0	120.0	64.0
YER104W	26.0	26.0	55.0	44.0	44.0	69.0	46.0	18.0
YER105C	315.0	310.0	745.0	705.0	475.0	508.0	497.0	294.0
YER107C	180.0	189.0	365.0	322.0	267.0	375.0	321.0	169.0
YER109C	10.0	18.0	35.0	36.0	18.0	41.0	30.0	13.0
YER110C	2976.0	3134.0	5547.0	5255.0	5003.0	6380.0	4898.0	2583.0
YER111C	147.0	171.0	334.0	319.0	209.0	261.0	185.0	106.0
YER112W	198.0	221.0	568.0	521.0	349.0	414.0	374.0	240.0
YER113C	97.0	104.0	184.0	191.0	132.0	172.0	158.0	86.0
YER114C	287.0	320.0	712.0	620.0	426.0	561.0	481.0	263.0
YER115C	3.0	7.0	11.0	9.0	15.0	16.0	8.0	3.0
YER116C	36.0	30.0	84.0	110.0	44.0	38.0	48.0	23.0
YER117W	3751.0	4073.0	10754.0	10604.0	5795.0	7704.0	6161.0	3720.0
YER118C	112.0	115.0	276.0	298.0	233.0	275.0	199.0	138.0
YER119C	124.0	120.0	136.0	138.0	157.0	189.0	139.0	67.0
YER120W	1228.0	1198.0	2827.0	2704.0	1844.0	2302.0	2095.0	1068.0
YER121W	5.0	7.0	6.0	8.0	7.0	7.0	5.0	3.0
YER122C	583.0	656.0	1417.0	1317.0	1028.0	1298.0	1108.0	599.0
YER123W	103.0	130.0	297.0	296.0	138.0	210.0	186.0	112.0
YER124C	860.0	908.0	921.0	989.0	1110.0	1332.0	646.0	347.0
YER125W	827.0	851.0	2246.0	2196.0	1220.0	1516.0	1576.0	899.0
YER126C	410.0	390.0	1632.0	1633.0	626.0	805.0	929.0	530.0
YER127W	194.0	165.0	546.0	526.0	272.0	371.0	318.0	152.0
YER128W	24.0	29.0	29.0	45.0	56.0	67.0	66.0	35.0
YER129W	73.0	69.0	209.0	164.0	109.0	122.0	111.0	60.0
YER130C	81.0	81.0	317.0	268.0	139.0	119.0	185.0	79.0
YER131W	2207.0	2103.0	6942.0	5714.0	3383.0	4030.0	4088.0	2079.0
YER132C	60.0	80.0	124.0	127.0	104.0	127.0	112.0	57.0
YER133W	988.0	1030.0	2616.0	2539.0	1476.0	1791.0	1922.0	1040.0
YER134C	113.0	115.0	292.0	259.0	160.0	164.0	177.0	100.0
YER136W	689.0	740.0	1604.0	1510.0	1044.0	1280.0	1252.0	688.0
YER137C	15.0	17.0	48.0	53.0	19.0	21.0	21.0	9.0
YER139C	31.0	49.0	125.0	142.0	68.0	85.0	78.0	49.0
YER140W	47.0	36.0	110.0	113.0	44.0	58.0	64.0	50.0
YER141W	240.0	245.0	364.0	365.0	405.0	474.0	381.0	184.0
YER142C	17.0	18.0	70.0	62.0	31.0	60.0	87.0	34.0
YER143W	187.0	186.0	524.0	512.0	267.0	339.0	324.0	167.0
YER144C	40.0	39.0	55.0	58.0	52.0	73.0	41.0	37.0
YER145C	633.0	294.0	1773.0	1833.0	1284.0	1188.0	1802.0	1088.0
YER146W	211.0	240.0	470.0	460.0	316.0	430.0	345.0	182.0
YER147C	46.0	49.0	102.0	101.0	63.0	84.0	72.0	34.0
YER148W	249.0	298.0	718.0	713.0	409.0	520.0	479.0	231.0
YER149C	71.0	83.0	204.0	159.0	96.0	122.0	109.0	65.0
YER150W	262.0	276.0	301.0	318.0	171.0	220.0	122.0	79.0
YER151C	387.0	373.0	851.0	818.0	549.0	712.0	803.0	408.0
YER152C	111.0	100.0	149.0	167.0	149.0	197.0	134.0	69.0
YER153C	17.0	8.0	29.0	36.0	24.0	32.0	29.0	13.0
YER154W	125.0	127.0	262.0	255.0	189.0	240.0	210.0	131.0
YER155C	336.0	399.0	675.0	672.0	642.0	753.0	687.0	286.0
YER156C	463.0	480.0	1989.0	1913.0	731.0	952.0	1204.0	594.0
YER157W	124.0	139.0	283.0	271.0	179.0	212.0	194.0	84.0
YER158C	61.0	79.0	105.0	117.0	61.0	74.0	50.0	28.0
YER159C	111.0	119.0	463.0	485.0	170.0	201.0	268.0	142.0
YER161C	58.0	56.0	137.0	156.0	69.0	99.0	105.0	60.0
YER162C	57.0	66.0	150.0	148.0	58.0	69.0	91.0	58.0
YER163C	55.0	61.0	75.0	72.0	93.0	122.0	64.0	34.0
YER164W	397.0	428.0	819.0	798.0	572.0	696.0	697.0	346.0
YER165W	5568.0	6534.0	13635.0	12863.0	9500.0	12644.0	11605.0	6001.0
YER166W	369.0	358.0	790.0	739.0	537.0	687.0	725.0	349.0
YER167W	105.0	100.0	239.0	200.0	144.0	204.0	169.0	83.0
YER168C	166.0	170.0	519.0	496.0	247.0	310.0	293.0	184.0
YER169W	101.0	93.0	263.0	253.0	121.0	155.0	171.0	84.0
YER170W	38.0	46.0	95.0	95.0	72.0	85.0	63.0	32.0
YER171W	103.0	143.0	327.0	290.0	178.0	201.0	195.0	103.0
YER172C	265.0	262.0	741.0	769.0	380.0	391.0	445.0	213.0
YER173W	18.0	13.0	41.0	40.0	28.0	26.0	26.0	12.0
YER174C	104.0	114.0	158.0	180.0	145.0	201.0	120.0	82.0
YER175C	31.0	38.0	32.0	27.0	68.0	87.0	218.0	127.0
YER176W	264.0	282.0	582.0	534.0	345.0	388.0	374.0	253.0
YER177W	3737.0	3957.0	9940.0	9922.0	5587.0	7554.0	6642.0	3401.0
YER178W	1969.0	1973.0	4464.0	4490.0	2916.0	3766.0	3144.0	1702.0
YER179W	4.0	1.0	14.0	3.0	6.0	12.0	7.0	2.0
YER180C-A	25.0	27.0	67.0	73.0	35.0	46.0	18.0	11.0
YER182W	83.0	79.0	199.0	169.0	85.0	103.0	130.0	79.0
YER183C	62.0	64.0	120.0	102.0	99.0	101.0	70.0	51.0
YER184C	4.0	5.0	8.0	14.0	4.0	8.0	18.0	6.0
YFL001W	95.0	86.0	248.0	249.0	83.0	127.0	101.0	77.0
YFL002C	142.0	139.0	530.0	482.0	215.0	268.0	277.0	166.0
YFL003C	2.0	2.0	6.0	5.0	2.0	5.0	1.0	1.0
YFL004W	497.0	489.0	1209.0	1179.0	921.0	1008.0	1364.0	661.0
YFL005W	500.0	507.0	1465.0	1433.0	828.0	1066.0	1189.0	609.0
YFL007W	418.0	453.0	1307.0	1265.0	634.0	783.0	929.0	476.0
YFL008W	217.0	256.0	585.0	595.0	353.0	449.0	438.0	227.0
YFL009W	195.0	183.0	368.0	357.0	251.0	310.0	249.0	135.0
YFL010C	850.0	849.0	1359.0	1244.0	1218.0	1493.0	950.0	561.0
YFL013C	152.0	155.0	466.0	462.0	225.0	289.0	267.0	157.0
YFL014W	2631.0	2949.0	1996.0	2740.0	1360.0	2244.0	1126.0	588.0
YFL016C	233.0	254.0	485.0	494.0	313.0	422.0	372.0	225.0
YFL017C	143.0	131.0	190.0	200.0	152.0	173.0	137.0	72.0
YFL017W-A	74.0	84.0	217.0	237.0	113.0	158.0	105.0	85.0
YFL018C	929.0	1070.0	1871.0	1878.0	1651.0	2036.0	2139.0	1049.0
YFL021W	64.0	60.0	67.0	67.0	97.0	136.0	88.0	51.0
YFL022C	1291.0	1360.0	2629.0	2505.0	2018.0	2790.0	2140.0	1190.0
YFL023W	99.0	105.0	339.0	291.0	235.0	290.0	308.0	147.0
YFL024C	72.0	80.0	149.0	139.0	135.0	125.0	134.0	68.0
YFL025C	73.0	66.0	181.0	158.0	116.0	132.0	128.0	72.0
YFL027C	41.0	48.0	94.0	106.0	66.0	83.0	64.0	37.0
YFL028C	134.0	115.0	406.0	418.0	217.0	267.0	328.0	160.0
YFL029C	45.0	40.0	116.0	104.0	58.0	81.0	81.0	48.0
YFL030W	2.0	7.0	5.0	15.0	5.0	10.0	16.0	2.0
YFL031W	92.0	88.0	187.0	192.0	142.0	208.0	244.0	124.0
YFL033C	104.0	132.0	241.0	237.0	152.0	178.0	189.0	98.0
YFL034C-A	190.0	227.0	494.0	460.0	507.0	680.0	733.0	398.0
YFL034C-B	153.0	161.0	360.0	331.0	149.0	207.0	219.0	112.0
YFL034W	99.0	106.0	150.0	153.0	176.0	183.0	182.0	62.0
YFL036W	245.0	251.0	625.0	633.0	356.0	443.0	552.0	277.0
YFL037W	1121.0	1120.0	2249.0	2215.0	1886.0	2510.0	2232.0	1139.0
YFL038C	891.0	869.0	2063.0	2135.0	1328.0	1752.0	1686.0	902.0
YFL039C	9581.0	10046.0	23925.0	22922.0	14528.0	20107.0	20183.0	10276.0
YFL041W	223.0	233.0	637.0	652.0	381.0	493.0	662.0	333.0
YFL042C	55.0	63.0	127.0	128.0	105.0	142.0	142.0	74.0
YFL044C	88.0	72.0	223.0	228.0	166.0	206.0	166.0	81.0
YFL045C	2479.0	2625.0	5554.0	5233.0	4358.0	5836.0	4996.0	2804.0
YFL046W	61.0	41.0	163.0	145.0	75.0	100.0	108.0	60.0
YFL047W	128.0	127.0	267.0	299.0	175.0	232.0	225.0	122.0
YFL048C	325.0	401.0	889.0	900.0	539.0	673.0	659.0	364.0
YFL049W	105.0	92.0	297.0	253.0	154.0	178.0	186.0	109.0
YFL054C	27.0	37.0	39.0	45.0	30.0	37.0	19.0	16.0
YFL055W	4.0	4.0	3.0	4.0	2.0	6.0	1.0	3.0
YFL062W	2.0	6.0	18.0	22.0	11.0	13.0	8.0	8.0
YFR001W	134.0	162.0	652.0	616.0	234.0	300.0	306.0	217.0
YFR002W	346.0	430.0	974.0	973.0	474.0	665.0	630.0	349.0
YFR003C	123.0	135.0	356.0	397.0	172.0	230.0	248.0	142.0
YFR004W	510.0	445.0	1401.0	1396.0	774.0	957.0	1172.0	579.0
YFR005C	54.0	69.0	150.0	136.0	89.0	87.0	114.0	74.0
YFR006W	326.0	370.0	870.0	915.0	414.0	574.0	512.0	315.0
YFR007W	34.0	21.0	54.0	55.0	59.0	58.0	67.0	33.0
YFR008W	34.0	32.0	107.0	108.0	52.0	76.0	74.0	39.0
YFR009W	744.0	809.0	2284.0	2014.0	1059.0	1312.0	1230.0	704.0
YFR010W	580.0	586.0	1801.0	1683.0	908.0	1136.0	1188.0	605.0
YFR011C	146.0	163.0	368.0	340.0	195.0	263.0	258.0	138.0
YFR013W	127.0	120.0	322.0	334.0	178.0	211.0	236.0	118.0
YFR014C	131.0	130.0	246.0	299.0	181.0	226.0	177.0	92.0
YFR015C	147.0	153.0	176.0	226.0	217.0	237.0	153.0	79.0
YFR016C	268.0	301.0	548.0	550.0	455.0	543.0	513.0	207.0
YFR017C	26.0	25.0	28.0	44.0	28.0	36.0	30.0	22.0
YFR018C	56.0	51.0	128.0	116.0	85.0	101.0	131.0	68.0
YFR019W	109.0	101.0	167.0	158.0	177.0	196.0	165.0	69.0
YFR020W	3.0	1.0	11.0	13.0	8.0	9.0	18.0	8.0
YFR021W	85.0	63.0	119.0	132.0	104.0	139.0	139.0	63.0
YFR022W	15.0	23.0	58.0	49.0	20.0	27.0	36.0	20.0
YFR024C-A	427.0	376.0	749.0	786.0	658.0	823.0	888.0	440.0
YFR025C	95.0	93.0	230.0	208.0	142.0	186.0	209.0	89.0
YFR027W	38.0	36.0	62.0	79.0	45.0	58.0	41.0	10.0
YFR028C	148.0	144.0	354.0	340.0	260.0	310.0	272.0	146.0
YFR029W	39.0	52.0	82.0	87.0	61.0	71.0	70.0	29.0
YFR030W	35.0	46.0	79.0	107.0	72.0	94.0	105.0	55.0
YFR031C	54.0	75.0	176.0	146.0	91.0	128.0	131.0	71.0
YFR031C-A	3582.0	3914.0	9054.0	8755.0	5116.0	7128.0	5970.0	3182.0
YFR032C	1.0	2.0	4.0	2.0	2.0	1.0	1.0	2.0
YFR032C-A	6366.0	6569.0	16811.0	17231.0	6199.0	7309.0	6956.0	3831.0
YFR033C	194.0	211.0	348.0	403.0	202.0	252.0	113.0	61.0
YFR034C	122.0	131.0	240.0	236.0	176.0	212.0	188.0	114.0
YFR036W	21.0	29.0	61.0	63.0	42.0	51.0	39.0	21.0
YFR037C	483.0	444.0	1021.0	1043.0	620.0	846.0	766.0	396.0
YFR038W	84.0	101.0	217.0	225.0	170.0	168.0	164.0	91.0
YFR039C	51.0	71.0	168.0	144.0	126.0	139.0	122.0	50.0
YFR040W	171.0	186.0	367.0	349.0	247.0	299.0	325.0	154.0
YFR041C	133.0	121.0	289.0	304.0	197.0	196.0	261.0	126.0
YFR042W	108.0	92.0	215.0	219.0	116.0	117.0	102.0	80.0
YFR043C	32.0	39.0	94.0	90.0	56.0	52.0	57.0	31.0
YFR044C	1151.0	1193.0	2763.0	2666.0	1718.0	2336.0	1993.0	1145.0
YFR045W	39.0	50.0	92.0	61.0	54.0	75.0	55.0	31.0
YFR046C	26.0	29.0	75.0	47.0	27.0	42.0	44.0	22.0
YFR047C	200.0	184.0	457.0	426.0	297.0	361.0	424.0	256.0
YFR048W	57.0	72.0	215.0	187.0	113.0	138.0	131.0	84.0
YFR049W	135.0	170.0	289.0	313.0	159.0	250.0	153.0	114.0
YFR050C	501.0	529.0	1526.0	1433.0	820.0	959.0	1036.0	534.0
YFR051C	517.0	567.0	1037.0	1049.0	818.0	1134.0	976.0	550.0
YFR052W	411.0	417.0	1433.0	1393.0	686.0	863.0	885.0	486.0
YFR053C	1586.0	1703.0	2073.0	2513.0	1552.0	2472.0	2167.0	1090.0
YFR055W	16.0	13.0	74.0	75.0	35.0	32.0	29.0	19.0
YGL001C	283.0	263.0	688.0	637.0	519.0	599.0	865.0	408.0
YGL002W	44.0	40.0	108.0	85.0	66.0	91.0	100.0	48.0
YGL003C	55.0	43.0	156.0	152.0	79.0	99.0	88.0	44.0
YGL004C	54.0	65.0	200.0	162.0	91.0	113.0	146.0	73.0
YGL005C	63.0	56.0	134.0	128.0	62.0	115.0	138.0	64.0
YGL006W	188.0	195.0	667.0	590.0	260.0	318.0	518.0	246.0
YGL008C	28928.0	31073.0	72702.0	67195.0	45210.0	55642.0	58820.0	28165.0
YGL009C	923.0	1026.0	1571.0	1509.0	1453.0	2066.0	1268.0	667.0
YGL010W	37.0	40.0	112.0	108.0	52.0	65.0	61.0	42.0
YGL011C	522.0	518.0	1576.0	1438.0	823.0	994.0	1066.0	619.0
YGL012W	851.0	864.0	1629.0	1587.0	1287.0	1731.0	1529.0	967.0
YGL013C	112.0	130.0	285.0	289.0	165.0	231.0	193.0	123.0
YGL014W	331.0	428.0	952.0	904.0	574.0	696.0	794.0	399.0
